Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
Bundoora,4 Hillhouse Cr,3,h,1230000,S,Barry,2017-10-07,12.1,3083,3,2,2,631,139,2010,Banyule City Council,-37.68554,145.09172,Northern Metropolitan,10175
Bentleigh,1 Auckland St,3,h,1300000,VB,Buxton,2017-12-09,11.4,3204,3,1,2,585,133,1960,Glen Eira City Council,-37.92647,145.04636,Southern Metropolitan,6795
Fitzroy,111 Cecil St,2,h,1000000,S,Nelson,2016-09-03,1.6,3065,2,1,0,128,92,1970,Yarra City Council,-37.7941,144.9802,Northern Metropolitan,5825
Craigieburn,4 Langdon Cr,3,h,513000,S,YPA,2017-11-18,20.6,3064,3,1,2,464,139,1970,Hume City Council,-37.58342083333333,144.91143666666667,Northern Metropolitan,15510
Thornbury,4/114 Normanby Av,2,u,421000,SP,Nelson,2017-04-29,6.5,3071,3,1,2,322,92,1970,Darebin City Council,-37.75841153846154,145.00087615384615,Northern Metropolitan,8870
Prahran,4 Anchor Pl,4,h,1805000,S,Gary,2017-06-17,4.6,3181,4,2,1,105,216,1970,Stonnington City Council,-37.85102,144.99408,Southern Metropolitan,7717
Kew,24 Hillcrest Av,4,h,1359154,S,Jellis,2016-05-22,5.6,3101,3,1,2,570,216,1970,Boroondara City Council,-37.80547473684211,145.0376147368421,Southern Metropolitan,10331
Balwyn North,223 Doncaster Rd,4,h,1790000,S,Marshall,2017-09-09,9.7,3104,4,1,6,724,216,1970,Boroondara City Council,-37.7936,145.08759,Southern Metropolitan,7809
Fawkner,38 Murray St,3,h,830000,S,hockingstuart,2017-11-18,13.1,3060,3,1,1,690,139,1970,Hume City Council,-37.7052,144.9633,Northern Metropolitan,5070
Glen Iris,2 Grandview Av,3,h,1285000,S,Marshall,2017-09-23,7.3,3146,3,2,2,374,101,1940,Boroondara City Council,-37.84967,145.08388,Southern Metropolitan,10412
Greensborough,223 Nepean St,4,h,890000,S,Jellis,2018-03-03,16.1,3088,4,2,2,665,160,1960,Banyule City Council,-37.71364,145.10738,Northern Metropolitan,8524
Hampton,50 Earlsfield Rd,4,h,1460000,SP,Buxton,2016-12-10,13.7,3188,4,2,2,487,216,1970,Bayside City Council,-37.9356,145.0166,Southern Metropolitan,5454
Aspendale,2 Harrison La,3,t,1056532,PI,Barry,2017-07-29,21.5,3195,3,1,2,2232,139,1970,Kingston City Council,-38.02778,145.10739999999998,South-Eastern Metropolitan,2824
Reservoir,3/127 Hickford St,2,u,640000,S,Stockdale,2018-02-24,12.0,3073,3,1,2,479,92,1970,Darebin City Council,-37.712091395348835,145.0096858139535,Northern Metropolitan,21650
St Kilda,33/62 Wellington St,1,u,453000,S,Marshall,2018-02-10,5.0,3182,3,1,2,149,52,1970,Port Phillip City Council,-37.861549999999994,144.98301470588234,Southern Metropolitan,13240
South Kingsville,12A Saltley St,2,h,763562,PN,Village,2017-11-18,6.2,3015,3,1,2,240,92,1970,Hobsons Bay City Council,-37.829840000000004,144.86980499999999,Western Metropolitan,984
Ferntree Gully,9 Bryden Dr,4,h,1359154,PI,Stockdale,2018-03-17,24.8,3156,4,3,2,1193,216,1970,Knox City Council,-37.89623,145.26865,Eastern Metropolitan,10788
Maribyrnong,1/8 Newstead St,2,u,420000,S,Brad,2018-02-17,4.3,3032,3,1,2,4748,92,1970,Maribyrnong City Council,-37.781317,144.890019,Western Metropolitan,4918
Oak Park,1/8 Gregory St,3,t,1056532,PI,Barry,2016-08-06,11.5,3046,3,2,2,176,113,2010,Moreland City Council,-37.7231,144.9153,Northern Metropolitan,2651
Prahran,40 Irving Av,2,h,763562,S,hockingstuart,2017-10-28,4.6,3181,2,1,1,204,116,1910,Stonnington City Council,-37.85716,145.00748,Southern Metropolitan,7717
South Yarra,1405/8 Daly St,2,u,763562,PI,Stockdale,2018-03-10,2.7,3141,3,1,2,427,92,1970,Melbourne City Council,-37.84183,144.99143846153845,Southern Metropolitan,14887
Bentleigh East,6 Margaretta St,3,h,1100000,PI,Buxton,2018-01-06,13.8,3165,3,1,2,591,139,1970,Glen Eira City Council,-37.9264,145.05906,Southern Metropolitan,10969
Mount Waverley,13 Dorgan St,2,h,1240000,S,OBrien,2018-01-06,14.2,3149,2,2,1,773,92,1970,Monash City Council,-37.87769,145.14362,Eastern Metropolitan,13366
Carnegie,3/35 Moonya Rd,2,u,545000,PI,Ray,2016-09-10,11.4,3163,2,1,1,109,92,1970,Glen Eira City Council,-37.8971,145.0597,Southern Metropolitan,7822
Sunshine,10 Dundalk St,3,h,651500,S,Barry,2017-04-08,12.6,3020,3,1,1,555,139,1970,Brimbank City Council,-37.7988,144.822,Western Metropolitan,3755
Northcote,2 Jamieson St,5,h,2155000,S,Jellis,2016-10-15,5.5,3070,5,2,2,692,335,1920,Darebin City Council,-37.7784,145.0035,Northern Metropolitan,11364
Heidelberg,4/9 Clyde Ct,2,u,710000,SP,Miles,2018-03-03,8.9,3084,3,1,2,1058,92,1970,Banyule City Council,-37.74849999999999,145.07214,Eastern Metropolitan,2890
Viewbank,42 Graham Rd,4,h,1010000,S,Miles,2016-12-03,13.8,3084,4,3,2,669,163,1960,Banyule City Council,-37.7419,145.083,Eastern Metropolitan,2698
Reservoir,40 Hughes Pde,4,h,770000,S,Love,2017-03-04,11.2,3073,4,1,2,855,216,1970,Darebin City Council,-37.6997,145.0043,Northern Metropolitan,21650
Fairfield,176 Gillies St,3,h,1056532,SN,Nelson,2016-11-07,5.8,3078,3,1,1,496,150,1910,Darebin City Council,-37.7708,145.0181,Northern Metropolitan,2970
Surrey Hills,3/251 Elgar Rd,3,t,1080000,VB,hockingstuart,2017-03-18,11.2,3127,3,1,2,508,139,1970,Boroondara City Council,-37.82727764705882,145.09546647058824,Southern Metropolitan,5457
Brighton,16 Berwick St,5,h,1869914,SP,Marshall,2016-11-12,11.2,3186,5,3,2,996,356,2016,Bayside City Council,-37.9035,144.9959,Southern Metropolitan,10579
St Albans,9 Cornhill St,3,h,610000,PI,S&L,2017-06-17,14.0,3021,3,1,1,582,116,1960,Brimbank City Council,-37.74538,144.79216,Western Metropolitan,14042
Collingwood,382 Wellington St,2,h,855000,S,Jellis,2016-11-12,1.6,3066,2,1,0,130,80,1890,Yarra City Council,-37.7953,144.9882,Northern Metropolitan,4553
Dandenong North,52 Simpson Dr,3,h,760000,SP,O'Brien,2017-07-01,24.7,3175,3,1,2,751,139,1970,Greater Dandenong City Council,-37.96609,145.21997,South-Eastern Metropolitan,8322
Bulleen,35 Summit Dr,5,h,1869914,S,Ray,2017-07-15,10.8,3105,5,3,3,766,294,1970,Manningham City Council,-37.76669,145.08811,Eastern Metropolitan,4480
Port Melbourne,174 Dow St,2,h,1231000,S,hockingstuart,2017-10-14,3.5,3207,2,1,2,134,0,1890,Melbourne City Council,-37.8401,144.94297,Southern Metropolitan,8648
Brunswick,11 Fifth Av,4,h,1700000,VB,Jellis,2017-11-25,5.2,3056,3,1,2,598,216,1970,Moreland City Council,-37.76459166666667,144.96243166666667,Northern Metropolitan,11918
Coburg,8 Rolls St,3,h,1056532,SP,Nelson,2016-06-18,7.8,3058,3,1,3,447,139,1970,Darebin City Council,-37.7501,144.9685,Northern Metropolitan,11204
Watsonia North,280 Grimshaw St,3,h,740000,SP,Barry,2017-07-15,14.5,3087,4,1,2,909,139,1970,Banyule City Council,-37.70255,145.08578,Northern Metropolitan,1442
Eaglemont,49 Mount St,4,h,1756000,SP,Nelson,2017-10-14,8.9,3084,4,3,2,430,216,1970,Banyule City Council,-37.76143,145.05996,Eastern Metropolitan,1651
Croydon Hills,12 Mari Tce,3,h,960000,S,Hoskins,2018-02-24,23.0,3136,3,2,2,808,139,1970,Maroondah City Council,-37.77246,145.26822,Eastern Metropolitan,1705
Camberwell,1/43 Inglesby Rd,2,u,682000,S,Jellis,2017-07-29,7.7,3124,2,1,1,1106,92,1970,Boroondara City Council,-37.83473,145.05698,Southern Metropolitan,8920
Bentleigh East,7 England St,4,h,1352000,S,hockingstuart,2016-07-16,13.9,3165,4,2,2,618,196,1950,Glen Eira City Council,-37.9252,145.0562,Southern Metropolitan,10969
Mentone,28 Gainsborough Rd,4,h,1359154,SN,Barry,2017-09-09,20.0,3194,4,1,2,649,216,1970,Kingston City Council,-37.9809,145.08922,South-Eastern Metropolitan,6162
Malvern East,24 Clarence St,2,h,763562,SP,Kay,2017-11-18,8.4,3145,2,1,2,476,141,1925,Stonnington City Council,-37.8735,145.0419,Southern Metropolitan,8801
Sandringham,76 Vincent St,5,h,2255000,S,Buxton,2017-08-12,15.2,3191,5,3,2,556,335,2012,Bayside City Council,-37.95017,145.02054,Southern Metropolitan,4497
Pascoe Vale,130 Essex St,3,h,960000,S,Brad,2016-08-28,9.9,3044,3,2,2,501,501,1960,Moreland City Council,-37.7258,144.9347,Northern Metropolitan,7485
Ivanhoe East,19 Wilfred Rd,5,h,3350000,VB,Nelson,2017-08-26,7.8,3079,5,3,2,500,330,2010,Banyule City Council,-37.77496,145.05469,Eastern Metropolitan,1554
Kingsbury,24 Stymie St,5,h,1000000,SP,Ray,2017-02-11,12.4,3083,5,2,2,544,335,2000,Darebin City Council,-37.7147,145.0296,Northern Metropolitan,1414
Brunswick West,106 Hunter St,3,h,1056532,S,Ray,2016-06-04,5.9,3055,3,2,1,350,174,1925,Moreland City Council,-37.7651,144.9404,Northern Metropolitan,7082
St Kilda,5/18 Barkly St,1,u,346000,SP,Buxton,2017-05-06,6.1,3182,1,1,1,678,52,1970,Port Phillip City Council,-37.8585,144.983,Southern Metropolitan,13240
Point Cook,5 Beaurepaire Dr,4,h,631000,S,LJ,2017-10-14,14.7,3030,4,2,2,507,125,2010,Wyndham City Council,-37.89374,144.72339,Western Metropolitan,15542
Richmond,36/73 River St,2,u,592000,SA,Jellis,2017-09-09,2.4,3121,2,2,1,14294,77,2006,Yarra City Council,-37.81894,145.01314,Northern Metropolitan,14949
Braybrook,2 Riley Ct,4,h,850000,SA,Sweeney,2016-10-08,10.8,3019,4,2,2,606,240,2002,Maribyrnong City Council,-37.788,144.862,Western Metropolitan,3589
Sunshine West,38a Mailey St,3,h,545000,S,Barry,2016-08-28,13.5,3020,3,1,2,512,139,1970,Brimbank City Council,-37.7913,144.8122,Western Metropolitan,6763
St Helena,65 Maxine Dr,4,h,927000,S,Darren,2017-09-16,16.1,3088,4,2,2,621,216,1970,Banyule City Council,-37.68659,145.13485,Eastern Metropolitan,915
Kew,26 Queen St,3,h,1800000,PI,Jellis,2016-08-28,5.6,3101,4,2,1,336,139,1910,Boroondara City Council,-37.8074,145.0318,Southern Metropolitan,10331
St Kilda,121/135 Inkerman St,2,u,465000,SP,Gary,2016-11-07,6.1,3182,3,1,2,149,92,1970,Port Phillip City Council,-37.8651,144.9878,Southern Metropolitan,13240
Templestowe,2/55 Wood St,3,t,795000,VB,Purplebricks,2017-07-08,15.5,3106,3,2,2,217,139,1970,Manningham City Council,-37.75458,145.12285,Eastern Metropolitan,6202
Balwyn North,3 Lime Av,4,h,2200000,PI,Buxton,2017-11-25,9.7,3104,3,1,2,724,216,1970,Boroondara City Council,-37.79191300000001,145.084641,Southern Metropolitan,7809
Flemington,65/2 Newmarket Wy,2,u,540000,SP,Pagan,2017-10-07,3.4,3031,3,1,2,107,92,1970,Melbourne City Council,-37.7836025,144.9287425,Northern Metropolitan,3593
Preston,3 Kendall St,4,h,1516000,S,McGrath,2017-10-21,8.4,3072,4,2,1,388,216,1970,Darebin City Council,-37.74712,144.98784,Northern Metropolitan,14577
Heidelberg West,23 South Cr,2,h,790000,S,Barry,2017-02-25,9.4,3081,3,1,2,538,92,1970,Banyule City Council,-37.73752833333334,145.04295666666667,Eastern Metropolitan,2674
Richmond,12a Rose St,3,h,2857000,S,Jellis,2016-12-10,2.6,3121,3,1,2,953,139,1970,Yarra City Council,-37.82169944444444,145.00182,Northern Metropolitan,14949
Bentleigh East,1/65 Blamey St,3,h,830000,PI,Thomson,2017-05-13,13.9,3165,3,1,2,290,139,2006,Glen Eira City Council,-37.9292,145.0689,Southern Metropolitan,10969
Abbotsford,5 Charles St,3,h,1465000,SP,Biggin,2017-03-04,2.5,3067,3,2,0,134,150,1900,Yarra City Council,-37.8093,144.9944,Northern Metropolitan,4019
Bentleigh East,1/811 Centre Rd,2,h,710000,S,Buxton,2016-11-27,13.9,3165,2,1,1,0,115,1950,Glen Eira City Council,-37.9212,145.0606,Southern Metropolitan,10969
Glenroy,21 Ila St,3,h,685000,S,hockingstuart,2017-12-09,11.2,3046,3,1,1,484,121,1950,Moreland City Council,-37.70913,144.93557,Northern Metropolitan,8870
Mount Evelyn,4 Longview Rd,3,h,515000,S,Ray,2017-08-19,31.6,3796,3,1,0,915,101,1970,Yarra Ranges Shire Council,-37.78495,145.3919,Eastern Victoria,3532
Kew,2/11 Hartington St,2,u,763562,SP,Nelson,2017-09-16,5.4,3101,2,1,1,570,92,1970,Boroondara City Council,-37.80206,145.04184,Southern Metropolitan,10331
Albert Park,68 Merton St,4,h,1359154,SP,WHITEFOX,2017-10-28,3.0,3206,4,1,1,247,216,1970,Port Phillip City Council,-37.84322,144.95425,Southern Metropolitan,3280
Blackburn,75 Canterbury Rd,3,h,1112000,S,McGrath,2017-06-17,13.4,3130,3,1,3,632,139,1970,Whitehorse City Council,-37.83107,145.14343,Eastern Metropolitan,5713
Heidelberg Heights,4/32 Montgomery St,3,u,720000,VB,Miles,2017-08-12,8.8,3081,3,1,1,146,139,1970,Banyule City Council,-37.75132,145.05331,Eastern Metropolitan,2947
Blackburn South,123 Fulton Rd,3,t,1056532,PN,Woodards,2017-08-12,13.4,3130,3,2,0,180,142,2000,Whitehorse City Council,-37.84293,145.14922,Eastern Metropolitan,4387
Ashwood,1/7 Murra Ct,2,u,690000,S,Ray,2016-05-14,12.2,3147,2,1,1,216,90,2003,Monash City Council,-37.8711,145.1017,Southern Metropolitan,2894
Dandenong North,165 Bakers Rd,3,h,1056532,SN,Barry,2017-09-23,24.7,3175,3,1,2,644,139,1970,Greater Dandenong City Council,-37.94223,145.19867,South-Eastern Metropolitan,8322
Port Melbourne,104/115 Beach St,3,u,1056532,SN,Biggin,2017-05-27,3.5,3207,3,2,2,0,171,2001,Melbourne City Council,-37.84025,144.93026,Southern Metropolitan,8648
Ormond,1/75 Lillimur Rd,2,u,475000,S,Gary,2016-11-19,11.8,3204,2,1,1,0,52,2011,Glen Eira City Council,-37.8986,145.042,Southern Metropolitan,3578
Preston,502/49 Plenty Rd,2,u,413000,SP,Raine,2017-05-06,8.8,3072,2,1,1,0,92,2009,Darebin City Council,-37.7499,145.0031,Northern Metropolitan,14577
Brighton East,31 Centre Rd,4,h,1359154,S,Buxton,2017-12-09,10.3,3187,4,3,2,635,236,1920,Bayside City Council,-37.91489,145.01063,Southern Metropolitan,6938
Bulleen,8a Helene St,4,h,1125000,VB,Barry,2016-11-27,11.8,3105,3,1,2,686,216,1970,Manningham City Council,-37.76932090909091,145.09133272727274,Eastern Metropolitan,4480
Murrumbeena,5/20 Toward St,2,u,763562,SP,Ray,2017-07-22,10.1,3163,2,1,1,0,65,1960,Glen Eira City Council,-37.8934,145.06975,Southern Metropolitan,4442
Caroline Springs,24 Highbury Cl,3,h,700000,S,Bells,2017-08-19,14.8,3023,3,2,3,660,139,1970,Melton City Council,-37.73881,144.73543,Western Metropolitan,7719
Fitzroy North,79 Delbridge St,4,h,3400000,S,Nelson,2016-05-14,3.5,3068,3,2,1,445,175,1890,Moreland City Council,-37.786,144.9864,Northern Metropolitan,6244
Collingwood,100 Sackville St,3,h,1056532,S,Nelson,2017-10-21,2.0,3066,3,1,1,193,122,1910,Yarra City Council,-37.79866,144.99014,Northern Metropolitan,4553
Taylors Lakes,10 Holowko Ct,4,h,905000,S,Barry,2017-10-07,15.5,3038,4,3,2,662,216,1970,Brimbank City Council,-37.70765,144.80905,Western Metropolitan,5336
Bentleigh East,20 Clements St,4,h,1600000,VB,Jellis,2017-10-28,13.8,3165,4,1,4,700,200,1960,Glen Eira City Council,-37.90967,145.05948,Southern Metropolitan,10969
Toorak,4/26 Tintern Av,2,u,1940000,S,Kay,2017-02-25,4.6,3142,3,1,2,577,92,1970,Stonnington City Council,-37.841938571428564,145.02077285714287,Southern Metropolitan,7217
Hoppers Crossing,3/41 Evrah Dr,3,u,406500,S,Triwest,2017-08-26,18.4,3029,3,2,1,570,135,2010,Wyndham City Council,-37.85995,144.69849,Western Metropolitan,13830
Brighton,114 Cole St,4,h,2710000,S,Biggin,2018-02-24,10.5,3186,4,2,2,547,216,1905,Bayside City Council,-37.89538,145.00121,Southern Metropolitan,10579
Taylors Lakes,47 Apollo Rd,4,h,688000,S,O'Brien,2017-07-22,15.5,3038,4,2,1,645,216,1970,Brimbank City Council,-37.70841,144.79699,Western Metropolitan,5336
Melbourne,509/33 MacKenzie St,2,u,390000,PI,Dingle,2016-07-30,2.8,3000,2,1,1,1751,92,2012,Melbourne City Council,-37.8077,144.9668,Northern Metropolitan,17496
Kensington,379 Racecourse Rd,1,t,387500,S,Nelson,2016-05-28,4.2,3031,3,1,2,88,52,1970,Melbourne City Council,-37.793755000000004,144.93149666666667,Northern Metropolitan,5263
Bentleigh East,9 Hill St,4,h,1181000,S,Obrien,2017-10-28,13.8,3165,4,1,2,501,216,1970,Glen Eira City Council,-37.92547,145.05957,Southern Metropolitan,10969
Dallas,29 Kilmore Cr,3,h,475000,S,Barry,2017-08-19,14.0,3047,3,1,2,560,108,1965,Hume City Council,-37.67345,144.92526,Northern Metropolitan,2246
Elwood,4/79 Mitford St,3,t,920000,PI,McGrath,2016-11-27,7.7,3184,3,2,2,758,18,2010,Port Phillip City Council,-37.8768,144.9845,Southern Metropolitan,8989
Keysborough,13 Daylily Dr,4,h,885000,S,Ray,2017-11-11,25.2,3173,4,2,2,511,216,1970,Greater Dandenong City Council,-38.0029,145.1645,South-Eastern Metropolitan,8459
Aberfeldie,1/30 Caroline St,4,h,1359154,SP,Nelson,2016-06-27,9.1,3040,4,3,2,354,216,2005,Moonee Valley City Council,-37.7593,144.8923,Western Metropolitan,1543
St Kilda,5/298 St Kilda Rd,2,u,540000,PI,McGrath,2018-02-10,5.0,3182,3,1,2,149,92,1970,Port Phillip City Council,-37.861549999999994,144.98301470588234,Southern Metropolitan,13240
Collingwood,104/35 Victoria Pde,1,u,477500,S,Biggin,2016-05-22,1.6,3066,3,1,2,193,52,1970,Yarra City Council,-37.797489999999996,144.98976,Northern Metropolitan,4553
Malvern East,43 Tooronga Rd,4,h,1359154,SP,Marshall,2016-06-12,11.2,3145,3,2,2,582,246,1917,Stonnington City Council,-37.8691,145.0389,Southern Metropolitan,8801
Caulfield North,25 Malvern Gr,3,h,2005000,PI,Jellis,2016-05-07,8.1,3161,4,2,3,361,237,2014,Glen Eira City Council,-37.8694,145.0296,Southern Metropolitan,6923
Brighton,2 Gatehouse Pl,2,t,1400000,S,RT,2016-08-28,11.2,3186,2,2,1,267,92,1970,Bayside City Council,-37.9159,144.9933,Southern Metropolitan,10579
South Morang,23 Meridian Dr,4,h,750000,SP,Ray,2017-11-18,20.5,3752,3,1,2,505,216,1970,Whittlesea City Council,-37.632785,145.0825625,Northern Metropolitan,7969
Williamstown North,22 Park Cr,3,h,1075000,SP,Sweeney,2016-12-03,8.9,3016,3,1,2,621,139,1970,Hobsons Bay City Council,-37.810891171521824,145.00222747452605,Western Metropolitan,802
Prahran,62 Aberdeen Rd,4,h,2420000,PI,Marshall,2018-03-17,4.6,3181,4,3,2,164,216,1970,Stonnington City Council,-37.85288,145.00531,Southern Metropolitan,7717
Ascot Vale,26 Langs Rd,3,h,1360000,S,Barry,2017-06-17,4.3,3032,3,1,2,532,139,1970,Moonee Valley City Council,-37.77722555555556,144.91406999999998,Western Metropolitan,6567
Pascoe Vale,4/4 Plymouth Av,3,t,560000,VB,Nelson,2016-06-27,9.9,3044,3,1,2,424,139,1970,Moreland City Council,-37.724265384615386,144.94037615384616,Northern Metropolitan,7485
Northcote,21 Mitchell St,4,h,2990000,S,McGrath,2017-04-22,5.5,3070,4,1,2,557,216,1970,Darebin City Council,-37.7721,145.0004,Northern Metropolitan,11364
Hawthorn East,2/2 Myrniong Gr,3,h,1600000,VB,Marshall,2016-05-07,7.5,3123,3,2,2,200,139,1970,Boroondara City Council,-37.8396,145.0514,Southern Metropolitan,6482
Armadale,6 Fulton St,2,h,763562,PI,Marshall,2017-03-04,6.3,3143,2,1,1,183,92,1970,Stonnington City Council,-37.8538,145.0123,Southern Metropolitan,4836
Mount Waverley,4 McLeod Pl,4,h,1635000,S,McGrath,2017-10-21,14.2,3149,4,2,2,773,267,1975,Monash City Council,-37.87226,145.12082,Eastern Metropolitan,13366
Mooroolbark,5 Bimbi Ct,4,h,728000,S,Fletchers,2017-10-14,26.5,3138,4,2,2,913,216,1970,Yarra Ranges Shire Council,-37.77238,145.31959,Eastern Victoria,8280
Fawkner,39 Lynch Rd,3,h,751000,S,Stockdale,2016-09-17,12.4,3060,9,6,2,592,103,1960,Hume City Council,-37.712,144.9719,Northern Metropolitan,5070
Dandenong,1/1 Vizard St,3,u,1056532,SP,McLennan,2018-03-03,24.7,3175,3,1,2,321,139,1970,Greater Dandenong City Council,-37.97308,145.21587,South-Eastern Metropolitan,10894
Balwyn North,31 MacEdon Av,4,h,2006000,S,Fletchers,2017-02-25,9.2,3104,3,1,2,724,216,1970,Boroondara City Council,-37.79191300000001,145.084641,Southern Metropolitan,7809
Brighton,4/170 Church St,3,u,1296000,S,Biggin,2017-08-12,10.5,3186,3,1,2,0,139,1970,Bayside City Council,-37.91733,144.99747,Southern Metropolitan,10579
Melton South,24 Blaxland Rd,3,h,300000,S,Reliance,2017-07-29,29.8,3338,3,1,1,585,139,1970,Melton City Council,-37.71195,144.57235,Western Victoria,4718
Glen Waverley,9 Short St,6,h,2350000,PI,Harcourts,2018-01-06,16.7,3150,6,4,2,688,294,1970,Monash City Council,-37.88195,145.15995,Eastern Metropolitan,15321
Brighton East,9 Northern Av,4,h,1359154,PI,Buxton,2017-02-25,10.7,3187,3,1,2,478,216,1970,Bayside City Council,-37.918843333333335,145.01594,Southern Metropolitan,6938
Broadmeadows,65 Graham St,3,h,698000,S,Eview,2018-03-10,14.0,3047,3,1,4,632,90,1970,Hume City Council,-37.69193,144.92779,Northern Metropolitan,4294
Ascot Vale,83 Roseberry St,3,h,910000,S,Raine,2016-10-08,5.9,3032,3,1,0,317,139,1970,Moonee Valley City Council,-37.7746,144.9112,Western Metropolitan,6567
Noble Park,25 Moodemere St,3,h,802000,S,C21,2017-05-27,22.7,3174,3,1,1,818,139,1970,Greater Dandenong City Council,-37.97712,145.17516,South-Eastern Metropolitan,11806
Fairfield,28/262 Heidelberg Rd,2,u,580000,VB,Nelson,2017-08-19,5.7,3078,3,1,2,372,92,1970,Darebin City Council,-37.78445,145.01054,Northern Metropolitan,2970
Brunswick West,2/11 Howson St,2,u,640000,S,RW,2017-05-20,5.9,3055,2,1,1,559,57,1970,Moreland City Council,-37.7707,144.9488,Northern Metropolitan,7082
Ascot Vale,26 Nairn Av,3,h,1513000,S,Brad,2017-12-09,4.3,3032,3,1,2,617,139,1970,Moonee Valley City Council,-37.77956,144.90288,Western Metropolitan,6567
Sunshine,153 Morris St,4,h,891000,S,hockingstuart,2017-05-20,12.6,3020,3,1,2,537,216,1970,Brimbank City Council,-37.79152799999999,144.834043,Western Metropolitan,3755
Tarneit,30 Homestead Av,4,h,810000,VB,hockingstuart,2017-07-01,18.4,3029,3,1,2,448,216,1970,Wyndham City Council,-37.84688,144.68182,Western Metropolitan,10160
Brunswick,17 Dunstan Av,3,h,1276000,SP,Nelson,2017-03-18,5.2,3056,3,1,2,598,139,1970,Moreland City Council,-37.76459166666667,144.96243166666667,Northern Metropolitan,11918
Thornbury,4/2 Strettle St,2,u,716000,S,Love,2017-04-08,6.5,3071,2,1,1,0,87,1995,Darebin City Council,-37.7554,144.982,Northern Metropolitan,8870
Mont Albert,53/781 Whitehorse Rd,2,u,725000,VB,Jellis,2016-11-19,11.8,3127,2,2,2,0,116,2005,Boroondara City Council,-37.8161,145.1098,Eastern Metropolitan,2079
Clifton Hill,131 Noone St,3,h,1337500,S,Collins,2017-12-09,3.6,3068,3,2,1,131,139,1970,Yarra City Council,-37.79425,144.9978,Northern Metropolitan,2954
Craigieburn,34 Windrock Av,2,h,763562,PI,Ray,2017-07-22,20.6,3064,2,1,1,299,73,2013,Hume City Council,-37.57642,144.92997,Northern Metropolitan,15510
